,AGENT_RK,area_name,office_rk,office_CITY,CLASS,AG_GP,AG_AGE,AG_TENURE,SEX,CLIENT_INCOME,total_aum,AG_LOAN_POL_CNT_HIS,RELATION_POL_CNT,RELATION_CUST_CNT,ACT_MONTHS,CHN_AG_CNT_HIS,CHN_AG_RECENCY,CHN_AG_CNT_3M,CHN_AG_CNT_6M,CHN_AG_CNT_9M,CHN_AG_CNT_12M,CHN_AG_RATE_3M,CHN_AG_RATE_6M,CHN_AG_RATE_9M,CHN_AG_RATE_12M,CALLOUT_AG_CNT_HIS,CALLOUT_POL_CNT_HIS,CALLOUT_AG_RECENCY,CALLOUT_POL_RATE_HIS,CALLOUT_AG_CNT_3M,CALLOUT_AG_CNT_6M,CALLOUT_AG_CNT_9M,CALLOUT_AG_CNT_12M,CALLOUT_POL_CNT_3M,CALLOUT_POL_CNT_6M,CALLOUT_POL_CNT_9M,CALLOUT_POL_CNT_12M,CALLOUT_AG_RATE_3M,CALLOUT_AG_RATE_6M,CALLOUT_AG_RATE_9M,CALLOUT_AG_RATE_12M,CALLOUT_POL_RATE_3M,CALLOUT_POL_RATE_6M,CALLOUT_POL_RATE_9M,CALLOUT_POL_RATE_12M,Y_CNT_HIS,Y_RECENCY_HIS,Y1_CNT_HIS,Y1_RECENCY_HIS,Y2_CNT_HIS,Y2_RECENCY_HIS,Y3_CNT_HIS,Y3_RECENCY_HIS,Y_RISK_FLG,Y1_RISK_FLG,Y2_RISK_FLG,Y3_RISK_FLG,HOLD_CUST_CNT,HOLD_CUST_CNT_HIS,AVG_AFYP_HOLD,AVG_POL_CNT_HOLD,AVG_POL_CNT_HOLD_HIS,INS_CUST_CNT,INS_CUST_CNT_HIS,AVG_AFYP_INS,AVG_POL_CNT_INS,AVG_POL_CNT_INS_HIS,G0_CNT_AG,G1_CNT_AG,G2_CNT_AG,G3_CNT_AG,G4_CNT_AG,TOT_CNT_AG,FAN_CUST_CNT,FAN_CUST_RATE,EVER_VIP_CNT,EVER_VIP_CNT_HIS,EVER_VIP_RATE,EVER_VIP_RATE_HIS,UNDERTAKE_CUST_CNT,UNDERTAKE_CUST_CNT_HIS,UNDERTAKE_CUST_RATE,UNDERTAKE_CUST_RATE_HIS,PURCHASE_CUST_CNT_1YR,PURCHASE_CUST_CNT_2YR,PURCHASE_CUST_CNT_3YR,PURCHASE_CUST_RATE_1YR,PURCHASE_CUST_RATE_2YR,PURCHASE_CUST_RATE_3YR,POL_1_CNT,POL_3_CNT,POL_4_CNT,POL_1_RATE,POL_3_RATE,POL_4_RATE,CONTACT_1_CNT,CONTACT_1_RATE,FOREIGN_CUR_CUST_CNT,FOREIGN_CUR_CUST_RATE,FAIL_POL_CUST_CNT,FAIL_POL_CUST_RATE,ADDRESS_3_POL_RATE,ADDRESS_4_POL_RATE,ADDRESS_5_POL_RATE,ADDRESS_2_CUST_RATE,ADDRESS_3_CUST_RATE,ADDRESS_4_CUST_RATE,PHONE_3_POL_RATE,PHONE_4_POL_RATE,PHONE_5_POL_RATE,PHONE_2_CUST_RATE,PHONE_3_CUST_RATE,PHONE_4_CUST_RATE,CELL_3_POL_RATE,CELL_4_POL_RATE,CELL_5_POL_RATE,CELL_2_CUST_RATE,CELL_3_CUST_RATE,CELL_4_CUST_RATE,AG_CELL_SAME_POL_CNT,AG_CELL_SAME_CUST_CNT,AGRELATION_ADDRESS_SAME_POL_CNT,AGRELATION_ADDRESS_SAME_CUST_CNT,AGRELATION_PHONE_SAME_POL_CNT,AGRELATION_PHONE_SAME_CUST_CNT,AGRELATION_CELL_SAME_POL_CNT,AGRELATION_CELL_SAME_CUST_CNT,selfpay_cnt,selfpay_RATE,selfpay_REG_cnt,selfpay_REG_RATE,NEW_CUST,NEW_CUST_RATE,LOAN_POL_CNT_HIS,LOAN_POL_RATE,LOAN_CUST_CNT_HIS,LOAN_CUST_RATE,APL_POL_CNT_HIS,APL_POL_RATE,APL_CUST_CNT_HIS,APL_CUST_RATE,VALID_CNT_3M,VALID_CNT_6M,VALID_CNT_9M,VALID_CNT_12M,INVALID_CNT_3M,INVALID_CNT_6M,INVALID_CNT_9M,INVALID_CNT_12M,INVALID_CNT_RATE_3M,INVALID_CNT_RATE_6M,INVALID_CNT_RATE_9M,INVALID_CNT_RATE_12M,DISCON_CNT_3M,DISCON_CNT_6M,DISCON_CNT_9M,DISCON_CNT_12M,DISCON_CNT_RATE_3M,DISCON_CNT_RATE_6M,DISCON_CNT_RATE_9M,DISCON_CNT_RATE_12M,TERMINATION_CNT_3M,TERMINATION_CNT_6M,TERMINATION_CNT_9M,TERMINATION_CNT_12M,TERMINATION_CNT_RATE_3M,TERMINATION_CNT_RATE_6M,TERMINATION_CNT_RATE_9M,TERMINATION_CNT_RATE_12M,ST_INVALID_CNT_3M,ST_INVALID_CNT_6M,ST_INVALID_CNT_9M,ST_INVALID_CNT_12M,ST_INVALID_CNT_RATE_3M,ST_INVALID_CNT_RATE_6M,ST_INVALID_CNT_RATE_9M,ST_INVALID_CNT_RATE_12M,ST_DISCON_CNT_3M,ST_DISCON_CNT_6M,ST_DISCON_CNT_9M,ST_DISCON_CNT_12M,ST_DISCON_CNT_RATE_3M,ST_DISCON_CNT_RATE_6M,ST_DISCON_CNT_RATE_9M,ST_DISCON_CNT_RATE_12M,ST_TERMINATION_CNT_3M,ST_TERMINATION_CNT_6M,ST_TERMINATION_CNT_9M,ST_TERMINATION_CNT_12M,ST_TERMINATION_CNT_RATE_3M,ST_TERMINATION_CNT_RATE_6M,ST_TERMINATION_CNT_RATE_9M,ST_TERMINATION_CNT_RATE_12M,CNACEL_CNT_HIS,ST_CNACEL_CNT_3M,ST_CNACEL_CNT_6M,ST_CNACEL_CNT_9M,ST_CNACEL_CNT_12M,CNACEL_CNT_RATE,ST_CNACEL_CNT_RATE_3M,ST_CNACEL_CNT_RATE_6M,ST_CNACEL_CNT_RATE_9M,ST_CNACEL_CNT_RATE_12M,FAIL_CNT_HIS,FAIL_CNT_RATE,DISCON_CNT_HIS,DISCON_CNT_RATE,TERMINATION_CNT_HIS,TERMINATION_CNT_RATE,TAKE_CNT_HIS,TAKE_CNT_RATE,TAKE_CNT_3M,TAKE_CNT_6M,TAKE_CNT_9M,TAKE_CNT_12M,TAKE_CNT_RATE_3M,TAKE_CNT_RATE_6M,TAKE_CNT_RATE_9M,TAKE_CNT_RATE_12M,UNDERTAKE_CNT_HIS,UNDERTAKE_CNT_RATE,UNDERTAKE_CNT_3M,UNDERTAKE_CNT_6M,UNDERTAKE_CNT_9M,UNDERTAKE_CNT_12M,UNDERTAKE_CNT_RATE_3M,UNDERTAKE_CNT_RATE_6M,UNDERTAKE_CNT_RATE_9M,UNDERTAKE_CNT_RATE_12M,FOREIGN_CNT_HIS,FOREIGN_CNT_RATE,FOREIGN_CNT_3M,FOREIGN_CNT_6M,FOREIGN_CNT_9M,FOREIGN_CNT_12M,FOREIGN_CNT_RATE_3M,FOREIGN_CNT_RATE_6M,FOREIGN_CNT_RATE_9M,FOREIGN_CNT_RATE_12M,TOT_CNT_3M_HIS,TOT_CNT_6M_HIS,TOT_CNT_9M_HIS,TOT_CNT_12M_HIS,CNT_3M_RATE_HIS,CNT_6M_RATE_HIS,CNT_9M_RATE_HIS,CNT_12M_RATE_HIS,TOT_AFYP_3M_HIS,TOT_AFYP_6M_HIS,TOT_AFYP_9M_HIS,TOT_AFYP_12M_HIS,AFYP_3M_RATE_HIS,AFYP_6M_RATE_HIS,AFYP_9M_RATE_HIS,AFYP_12M_RATE_HIS,AVG_AFYP_3M_HIS,AVG_AFYP_6M_HIS,AVG_AFYP_9M_HIS,AVG_AFYP_12M_HIS,POLCNT_TREND_FLG,AFYP_TREND_FLG,POL_RATE_0M,POL_RATE_1M,POL_RATE_2M,POL_RATE_3M,POL_RATE_4M,POL_RATE_5M,POL_RATE_MAX,POL_RATE_JUMP_FLG,POL_RATE_JUMP_FLG2,REG_CNT,SIN_CNT,ILP_CNT,AH_CNT,REG_CNT_RATE,SIN_CNT_RATE,ILP_CNT_RATE,AH_CNT_RATE,REG_AFYP,SIN_AFYP,ILP_AFYP,AH_AFYP,REG_AFYP_RATE,SIN_AFYP_RATE,ILP_AFYP_RATE,AH_AFYP_RATE,AVG_AFYP_REG,AVG_AFYP_SIN,AVG_AFYP_ILP,AVG_AFYP_AH,TOT_CNT,TOT_AFYP,AVG_AFYP,TOT_CNT_HIS,TOT_AFYP_HIS,AVG_AFYP_HIS,AHa_CNT_HIS,REG_CNT_12M_HIS,SIN_CNT_12M_HIS,ILP_CNT_12M_HIS,AH_CNT_12M_HIS,REG_CNT_RATE_12M_HIS,SIN_CNT_RATE_12M_HIS,ILP_CNT_RATE_12M_HIS,AH_CNT_RATE_12M_HIS,REG_AFYP_12M_HIS,SIN_AFYP_12M_HIS,ILP_AFYP_12M_HIS,AH_AFYP_12M_HIS,REG_AFYP_RATE_12M_HIS,SIN_AFYP_RATE_12M_HIS,ILP_AFYP_RATE_12M_HIS,AH_AFYP_RATE_12M_HIS,AVG_AFYP_REG_12M_HIS,AVG_AFYP_SIN_12M_HIS,AVG_AFYP_ILP_12M_HIS,AVG_AFYP_AH_12M_HIS,CLAIM_NO_CNT,CLAIM_POL_CNT,CLAIM_POL_RATE,CLAIM_CUST_CNT,CLAIM_CUST_RATE,AVG_CLAIM_NO_AMT,AVG_CLAIM_POL_AMT,AVG_CLAIM_CUST_AMT,CLAIM_NO_REJECT_CNT,CLAIM_NO_REJECT_RATE,AHa_CLAIM_POL_CNT,AHa_CLAIM_POL_CNT2,AHa_CLAIM_POL_RATE,AHa_CLAIM_POL_RATE2,CLAIM_NO_CNT_3M,CLAIM_NO_CNT_6M,CLAIM_NO_CNT_9M,CLAIM_NO_CNT_12M,CLAIM_POL_CNT_3M,CLAIM_POL_CNT_6M,CLAIM_POL_CNT_9M,CLAIM_POL_CNT_12M,CLAIM_POL_RATE_3M,CLAIM_POL_RATE_6M,CLAIM_POL_RATE_9M,CLAIM_POL_RATE_12M,CLAIM_CUST_CNT_3M,CLAIM_CUST_CNT_6M,CLAIM_CUST_CNT_9M,CLAIM_CUST_CNT_12M,CLAIM_CUST_RATE_3M,CLAIM_CUST_RATE_6M,CLAIM_CUST_RATE_9M,CLAIM_CUST_RATE_12M,CLAIM_NO_TREND_FLG,CLAIM_POL_TREND_FLG,CLAIM_CUST_TREND_FLG,AVG_CLAIM_NO_AMT_3M,AVG_CLAIM_NO_AMT_6M,AVG_CLAIM_NO_AMT_9M,AVG_CLAIM_NO_AMT_12M,AVG_CLAIM_POL_AMT_3M,AVG_CLAIM_POL_AMT_6M,AVG_CLAIM_POL_AMT_9M,AVG_CLAIM_POL_AMT_12M,AVG_CLAIM_CUST_AMT_3M,AVG_CLAIM_CUST_AMT_6M,AVG_CLAIM_CUST_AMT_9M,AVG_CLAIM_CUST_AMT_12M,CLAIM_NO_REJECT_CNT_3M,CLAIM_NO_REJECT_CNT_6M,CLAIM_NO_REJECT_CNT_9M,CLAIM_NO_REJECT_CNT_12M,CLAIM_NO_REJECT_RATE_3M,CLAIM_NO_REJECT_RATE_6M,CLAIM_NO_REJECT_RATE_9M,CLAIM_NO_REJECT_RATE_12M,AHa_CLAIM_POL_CNT_3M,AHa_CLAIM_POL_CNT_6M,AHa_CLAIM_POL_CNT_9M,AHa_CLAIM_POL_CNT_12M,AHa_CLAIM_POL_CNT2_3M,AHa_CLAIM_POL_CNT2_6M,AHa_CLAIM_POL_CNT2_9M,AHa_CLAIM_POL_CNT2_12M,AHa_CLAIM_POL_RATE_3M,AHa_CLAIM_POL_RATE_6M,AHa_CLAIM_POL_RATE_9M,AHa_CLAIM_POL_RATE_12M,AHa_CLAIM_POL_RATE2_3M,AHa_CLAIM_POL_RATE2_6M,AHa_CLAIM_POL_RATE2_9M,AHa_CLAIM_POL_RATE2_12M,Y
0,1,1,77,2,1,2,50,21,1,1080000,864847,2,38,7,0,5,0.0,1,2,2,2,0.2,0.4,0.4,0.4,0,0,-1.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,0,0,0,205,228,49420,2.37,2.45,301,336,33658,1.61,1.66,3,6,2,34,145,190,11,0.0579,30,32,0.0997,0.0952,0,0,0.0,0.0,0,3,3,0.0,0.0089,0.0089,198,84,19,0.6578,0.2791,0.0631,254,0.7559999999999999,64,0.1905,64,0.1905,0.4432,0.2784,0.2045,0.267,0.0739,0.0455,0.3714,0.2048,0.1238,0.2,0.0524,0.0143,0.3409,0.2159,0.125,0.0909,0.017,0.0114,0,0,0,0,0,0,0,0,256,0.4579999999999999,108,0.2227,0,0.0,12,0.0215,7,0.0307,25,0.0447,17,0.0746,485,486,488,492,1,4,4,9,0.0021,0.0081999999999999,0.0081999999999999,0.0183,1,1,1,1,0.0021,0.0021,0.002,0.002,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,74,0.1324,4,0.0072,30,0.0537,5,0.0089,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,83,0.1485,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,197,4,26,258,0.4062,0.0081999999999999,0.0536,0.532,2948413,1812909,2198304,3171387,0.291,0.1789,0.217,0.313,14967,453227,84550,12292,485,10131012,20889,559,19427312,34754,51,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1165,323,0.5778,189,0.5625,32832,118420,202379,12,0.0103,37,279,0.7255,5.470599999999999,19,35,57,74,32,48,62,68,0.0572,0.0859,0.1109,0.1216,16,24,33,38,0.0476,0.0714,0.0982,0.1131,4,1,1,149810,147416,107028,92210,88950,107491,98397,100346,177899,214982,184867,179567,1,1,2,3,0.0526,0.0286,0.0351,0.0405,5,6,8,8,5,8,13,16,0.098,0.1176,0.1569,0.1569,0.098,0.1569,0.2549,0.3137,0
1,2,5,315,18,1,4,44,11,1,720000,1577053,0,10,3,8,0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,-1.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,0,0,0,9,9,545897,2.44,2.44,12,12,409422,1.83,1.83,1,1,10,0,0,12,12,1.0,0,0,0.0,0.0,0,0,0.0,0.0,12,12,12,1.0,1.0,1.0,7,4,1,0.5833,0.3333,0.0833,7,0.5833,0,0.0,0,0.0,0.2,0.1,0.1,0.1,0.0,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.25,0.25,0.25,0.125,0.0,0.0,0,0,0,0,0,0,0,0,11,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,9,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,1,1,0.0435,0.0,0.0714,0.0455,0.0435,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,10,13,21,22,0.4545,0.5909000000000001,0.9545,1.0,429280,500704,4880949,4913069,0.0874,0.1019,0.9935,1.0,42928,38516,232426,223321,4,6,4.0,-0.75,3.0,-1.0,-0.5,1.0,4.0,2,1,7,0,7,8,0.3182,0.0,0.3182,0.3636,505534,0,4236000,171535,0.1029,0.0,0.8622,0.0349,72219,0,605143,21442,22,4913069,223321,22,4913069,223321,4,7,0,7,8,0.3182,0.0,0.3182,0.3636,505534,0,4236000,171535,0.1029,0.0,0.8622,0.0349,72219,0,605143,21442,8,2,0.0909,2,0.1667,33112,132448,132448,0,0.0,0,0,0.0,0.0,0,1,1,1,0,1,1,1,0.0,0.0455,0.0455,0.0455,0,1,1,1,0.0,0.0833,0.0833,0.0833,5,5,5,0,15420,15420,15420,0,15420,15420,15420,0,15420,15420,15420,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,3,5,60,18,1,4,46,26,1,720000,1787055,0,34,5,3,0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5.0,0.0066,0,1,1,1,0,1,1,1,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.1667,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,0,0,0,53,57,654162,2.55,2.65,71,76,488318,1.9,1.99,3,4,6,16,38,67,13,0.1939999999999999,4,4,0.0563,0.0526,0,0,0.0,0.0,6,13,17,0.0789,0.1711,0.2237,47,16,8,0.662,0.2254,0.1127,52,0.6842,9,0.1184,15,0.1974,0.4118,0.2157,0.1373,0.1765,0.0588,0.0196,0.2549,0.2157,0.1569,0.1373,0.0392,0.0196,0.3,0.18,0.16,0.12,0.04,0.0,2,1,3,2,1,1,2,1,66,0.4371,10,0.0741,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,135,134,135,130,0,0,2,2,0.0,0.0,0.0148,0.0154,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,16,0.106,0,0.0,6,0.0397,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,12,0.0795,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,6,0.0,0.0066,0.0132,0.0397,0,1035090,1037790,2317790,0.0,0.0272,0.0273,0.061,0,1035090,518895,386298,6,5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,0,44,18,15,58,0.3259,0.1333,0.1111,0.4296,1583151,25649733,6805945,631774,0.0457,0.7398,0.1963,0.0182,35981,1424985,453730,10893,135,34670603,256819,151,37988555,251580,12,0,1,4,1,0.0,0.1667,0.6667000000000001,0.1667,0,1035090,1280000,2700,0.0,0.4466,0.5523,0.0012,0,1035090,320000,2700,133,71,0.4702000000000001,35,0.4605,15279,28622,58061,3,0.0226,6,34,0.5,2.8333,3,3,5,6,10,10,12,13,0.0662,0.0662,0.0795,0.0861,2,2,4,5,0.0263,0.0263,0.0526,0.0658,4,1,4,9613,9613,5768,8306,2884,2884,2403,3834,14419,14419,7210,9968,0,0,0,0,0.0,0.0,0.0,0.0,2,2,2,2,3,3,3,3,0.1667,0.1667,0.1667,0.1667,0.25,0.25,0.25,0.25,0
3,4,1,249,2,1,2,63,25,0,900000,1074121,0,25,5,4,5,29.0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5.0,0.0021,0,1,1,1,0,1,1,1,0.0,1.0,1.0,1.0,0.0,0.3333,0.25,0.2,5,17.0,1,100.0,1,151.0,3,17.0,0,0,0,0,199,243,35535,1.85,1.97,231,283,30612,1.6,1.69,2,0,5,31,321,359,7,0.0195,6,6,0.026,0.0212,0,0,0.0,0.0,4,19,30,0.0141,0.0671,0.106,148,68,15,0.6406999999999999,0.2944,0.0649,222,0.7845000000000001,28,0.0989,81,0.2862,0.2341,0.1561,0.0877999999999999,0.1659,0.0439,0.0293,0.1909,0.1,0.0773,0.1,0.0273,0.0136,0.2258,0.1152,0.0507,0.0415,0.0,0.0,0,0,0,0,0,0,0,0,263,0.5491,66,0.1789,0,0.0,13,0.0271,11,0.0453,16,0.0334,15,0.0617,371,373,373,375,4,9,9,12,0.0108,0.0241,0.0241,0.032,3,6,3,5,0.0081,0.0161,0.008,0.0133,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,110,0.2296,46,0.096,16,0.0334,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,36,0.0752,0,0,0,1,0.0,0.0,0.0,0.0021,2,3,4,5,0.0042,0.0063,0.0084,0.0104,31951,53023,65721,189632,0.0031,0.0051,0.0063,0.0182,15976,17674,16430,37926,1,1,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0,0,125,1,28,215,0.3388,0.0027,0.0759,0.5827,3310357,33330,1019856,2707932,0.4681,0.0047,0.1442,0.3829,26483,33330,36423,12595,369,7071475,19164,479,10429017,21772,97,2,0,0,3,0.4,0.0,0.0,0.6,144983,0,0,44649,0.7645000000000001,0.0,0.0,0.2355,72492,0,0,14883,991,250,0.5219,174,0.6148,25826,102373,147087,13,0.0131,43,212,0.4433,2.1856,11,21,31,38,15,27,37,39,0.0313,0.0564,0.0772,0.0814,8,17,24,26,0.0283,0.0601,0.0848,0.0919,1,1,5,28039,39870,53868,46983,20562,31010,45133,45778,38554,49251,69580,68667,0,0,0,0,0.0,0.0,0.0,0.0,2,5,5,6,2,5,5,7,0.0206,0.0515,0.0515,0.0619,0.0206,0.0515,0.0515,0.0722,0
